pubnub/chat-engine,codacy,2018-01-03T22:24:08Z,put these into travis secretsgit config --global user.email "github-ops-codacypubnub.com"git config --global user.name "pubnub bot",neutral
photonstorm/phaser,jshint,2014-07-15T11:38:57Z,thanks for your pr - you did it correctly too! right branch. jshint passed. etc. so many people do it wrong :)but i'm afraid i'm quite worried about implementing the change. the thought of generating a brand new point object _every single time_ you call `camera.position` seems incredibly inefficient to me. sorry. i like the idea. but we're going to need to find a different way to implement it.,negative
photonstorm/phaser,jshint,2014-07-15T15:23:13Z,added: .editorconfig file to help with jshint issues. added: grunt-notify to send growl/notification center notifications on jshint issues,neutral
npm/npm,standard,2015-09-11T17:15:22Z,the question i'm asking is one layer up. if i'm using node-pre-gyp. and i want the user invoking `npm install` to be able to specify the value of `--target_arch` in my package. is there a convention for doing that? or does every package invent their own convention?,negative
npm/npm,standard,2015-09-12T23:18:53Z,i don't think there's a convention for that.i think people generally advise that the consumer of your package should run `npm install` on the target architecture.in the situations where that's not possible (eg. bundling for later deployment onto devices or networkless deployments...) people do. as you suspect. have to roll their own.,neutral
npm/npm,standard,2015-09-14T18:59:53Z,ok. thanks!,positive
npm/npm,standard,2015-09-19T04:10:42Z,why introduce another parser do to weird. non-standard command linkage using `and` instead of using json how people would expect it? and why not make it an optional thing. similar to how `repository` works? if it's a string. it's one command. if it's an array. it's multiple commands that are run in succession so long as they exit with `0`.i was actually kind of surprised npm doesn't do this by default; as discussed in sindresorhus/xo-init#6. `&&` has its downfalls. further. being dogmatic about it. while realistically `&&` is pretty reliable. it shouldn't be expected to work on every platform. always.as stated in the aforementioned issue. manipulating the `package.json` data automatically now becomes a hassle because we have to _guess_ (never good) the format of the command string; does it contain a `;` at the end? does it already have some weird postfix operator that will cause unintended side-effects with `&&`?it's a hack at best. and bad design at worst. in my opinion. array scripts should be _possible_. maybe unnecessary a lot of the time. but for those who wish to be 100% compatible. the option should still be there - without some weird. intermediate language - the json way.,negative
npm/npm,standard,2015-10-07T22:49:03Z,refactor all the code dealing with module/package names. the recent change to `read-package-tree` to set `package.name` if it wasn't already set had broader fallout than i'd originally realized. this pr includes a refactoring of all of the places unguarded uses of `package.name` existed to use a set of standardized and tested functions.,negative
npm/npm,standard,2015-10-08T00:09:39Z,:sheep:,neutral
mishoo/UglifyJS2,uglify,2013-08-20T09:26:01Z,(function(){ }())  converted to  !function(){ }(). a some module has a dependency dot.jsafter successive execution of commands browserify and uglifyjs this module does not work in firefox browser onlythis line of the dot.js```(function(){ return this || (0.eval)('this'); }()).dot = dot```was transformed to```!function() {this ||(0.eval)("this")}().dot=dot```(i will give all files to reproduce if need),neutral
mishoo/UglifyJS2,uglify,2013-08-20T09:39:27Z,bummer.  i'll look into a fix. for now the workaround is to pass `negate_iife=false` to the code generator. you can do like this:``` shuglifyjs file.js ... -cmb beautify=false.negate_iife=false```,positive
mishoo/UglifyJS2,uglify,2013-09-05T11:44:26Z,old npm package uglify-js2 causing confusion. this github repo is called uglifyjs2 and there is an old package on npm called uglify-js2 causing confusion.i see in the package.json its been renamed back to uglify-jsperhaps the old uglify-js2 npm package should be deleted?,neutral
testem/testem,mocha,2013-05-22T23:26:15Z,i ran into a similar problem adding parallelism to mocha.  to prevent interleaved reporting. i had to buffer reporting events and replay them ( visionmedia/mocha#849 ).  i also had to run each parallel suite in a domain to make sure uncaught errors were handled by the proper suite.,neutral
testem/testem,sauce,2016-02-22T09:04:46Z,i really like the array of test pages idea :+1:the `parallel` setting currently allows you to control your launchers like the following:- `-1`: all launchers are run in parallel- `x < launchers`: launcher runs are pooled and will never exceed `x`. this is important for platforms like saucelabs were you are only allowed to run a limited number of jobs in parallel.- `x > launchers`: just runs everything in paralleli think cleanest way would be to implement running an array of test pages with your defined launchers respecting the defined parallel setting. wdyt?,positive
testem/testem,sauce,2016-03-09T18:15:10Z,sorry to revive a dead thread. but did anyone find a solution for this?i tried to integrate with sauce labs and bamboo and noticed that the tests failed to start. then i started a manual test into the tunnel and visited :7357 and they started running.,neutral
testem/testem,jshint,2016-02-17T21:33:51Z,update: force-pushed a change fixing a jshint error,neutral
testem/testem,jshint,2016-03-01T15:58:51Z,bantic it might be good if i clarify that i am breaking jshint rules on purpuse to produce a failed test.,negative
DevExpress/testcafe,mocha,2017-03-16T13:25:48Z,inikulin no. i meant to stop the tests once the first break. exactly like mocha --bail,positive
DevExpress/testcafe,mocha,2017-03-16T13:35:21Z,darlanmendonca oh. my bad. `mocha -- bail` fails whole task once there is an error in the test. i guess we can implement it. can you issue separate feature request. please?,negative
DevExpress/testcafe,mocha,2017-03-16T13:41:37Z,stop test task on first failed test (`--bail`). ### are you requesting a feature or reporting a bug?feature### what is the current behavior?when a test fail. the process continues. will be good if have a option to stop to dont have an avalanche of test errors. just the first in focus (reference `mocha --bail`)### what is the expected behavior?fails whole task once there is an error in the test. like `mocha --bail`,negative
DevExpress/testcafe,sauce,2016-01-18T16:03:57Z,fyi: guys. now the tests are failed because of  `saucelabs environment error`. this is an error not on our side. saucelabs often can't run osx virtual machines for some reason (i don't know why). we with georgiy-abbasov are working on improving `qunit-harness` to stable this,negative
DevExpress/testcafe,sauce,2016-01-22T11:51:59Z,fpr(it's seems we've stabilized saucelabs virtual machines running),neutral
mochajs/mocha,mocha,2013-05-07T19:31:18Z,it's just a shell script in .git/hooks. with anything you want in it. i don't have the mocha one on this machine,neutral
mochajs/mocha,mocha,2013-05-07T19:50:58Z,thanks for the quick reply. indeed. hooks are just some scripts in `.git/hooks`. however. when i clone this repo. `.git/hooks` only contains some sample hooks. maybe you could add them to this repo?,positive
mochajs/mocha,mocha,2013-05-08T20:01:35Z,hello. i'm the maintainer of grunt-simple-mocha. i'd also like a way to do this via the api.- it seems inconsistent that mocha would allow you to `require` via the cli but not the programmatic interface.- mocha already has such a convenient place to hook into the test runner.- it feels like a hack to put it in the grunt plugin since the required file gets used _within_ the tests.thanks for maintaining mocha and your other work.,negative
mochajs/mocha,mocha,2013-05-09T10:29:37Z,may i use mocha in this way `mocha --compilers coffee:"coffee-script --map"` to support source map?,negative
mochajs/mocha,mocha,2013-05-10T07:38:33Z,--require option does not work for absolute path value. there is a bug in "\node_modules\mocha\bin_mocha" file. program.on('require'. function(mod){..}); . line 150 - "if (abs) mod = join(cwd. mod);"it should be if (!abs) mod = join(cwd. mod);,neutral
mochajs/mocha,mocha,2013-05-10T22:40:08Z,windows has some form of globbing no? i don't really want to butcher mocha just to support posix stuff on windows. there's no end to how many things break on windows,neutral
mochajs/mocha,mocha,2013-05-16T15:57:27Z,some rules in mocha.css seem too broad.. restricting css rules to the mocha container as necessary. should minimize interference with external styles,neutral
mochajs/mocha,mocha,2013-05-16T16:13:47Z,thanks man.,positive
mochajs/mocha,mocha,2013-05-17T08:15:31Z,adds ability to load external interfaces. this adds support for loading additional interfaces with the `--ui` option. similar to how the `--reporter` option works.after this commit. you should be able use an alternate interface like this:`npm install somemochaui``mocha --ui somemochaui path/to/a/mochatest.js`,neutral
mochajs/mocha,mocha,2013-05-17T23:40:17Z,you are right. this is an oversight on my part -- it didn't show up in my testing.  this can be solved by using domains. but then mocha will not run properly in the browser.   my fork of mocha would be node-only. or require explicit passing of the error to done().,negative
mochajs/mocha,mocha,2013-05-17T23:50:29Z,also just ran into an issue where mocha no longer exits with a non zero on test failure. seems to be related to nested runners but haven't dug very deep just yet.,neutral
mochajs/mocha,mocha,2013-05-18T22:10:08Z,support node's --debug-brk=1234 syntax to have debugger listen on specif.... ...ic porti like to use a range of ports for each project so i can switch between projects at will without worrying about port conflicts. this is supported by node but was not supported by the mocha wrapper.,neutral
mochajs/mocha,mocha,2013-05-22T03:15:33Z,sorry :( i dont want to go down that road with mocha. "expresso" was fully parallel before and it causes nothing but issues. and in many cases it's not any faster. in most of my experience it usually results in slower tests (depending on case of course) due to thrashing of various kinds. consistency and predictability is definitely preferred here over slight performance gains. some people might be interested in a fork though i'm not sure,negative
mochajs/mocha,mocha,2013-05-22T03:53:47Z,that wouldn't be right either. but i change it to use path.resolve,neutral
mochajs/mocha,mocha,2013-05-22T04:07:05Z,arg haha watchers are nothing but trouble. every lib shouldn't be re-inventing / maintaining this sort of thing. i'd propose we get rid of --watch all together and someone writes a proper command-line tool to replace all watchers for all of these tools,positive
mochajs/mocha,mocha,2013-05-22T07:45:36Z,well. despite my writing this pull request. i pretty much agree with you. could be that guard or watchr are good enough for this case. in which case maybe the best thing really _is_ to remove it and add an alternative to the readme.,positive
mochajs/mocha,mocha,2013-05-22T12:45:54Z,i'm having this problem too. wenn i try to start a mocha test in the browser that uses web worker. i get the following error:"error: an attempt was made to break through the security policy of the user agent."this same test works flawlessly in qunit. thanks,negative
mochajs/mocha,mocha,2013-05-22T12:50:33Z,visionmedia i can rebase the pull request. if you'd take a look at it afterwards. sinon.js accepted my web workers pr. and i'd really like to get it in mocha as well. so i can use it in dropbox.js.thanks so much!,positive
mochajs/mocha,mocha,2013-05-22T17:02:26Z,quite a bit to review. might be a while sorry. in general i'm not a huge fan of making big sweeping changes for such a small use-case. personally i'd test the web workers as a black box since it's the messaging that really matters,negative
mochajs/mocha,mocha,2013-05-22T18:54:24Z,+1 here. different enough environment that it needs to be tested individually.,neutral
mochajs/mocha,mocha,2013-05-22T19:13:37Z,why does the test runner need to be executed in the web worker? if your idea is to test code that runs in web workers. you can do message passing?,neutral
mochajs/mocha,mocha,2013-05-22T19:16:09Z,closing unless there's a compelling reason to run mocha itself in the workers. it should be fine to test associated components outside of a web worker and then add some acceptance tests for the messages themselves,neutral
mochajs/mocha,mocha,2013-05-22T20:14:27Z,sorry for the late response. i dont want mocha to run inside a web worker. but rather have the tests be able to start worker threads. my code could be tested without workers. but since i do alot of multithreading it would decrease the code coverage quite a bit.,negative
mochajs/mocha,mocha,2013-05-23T03:32:14Z,going to close sorry. i don't have the capacity to maintain so many features for now. i'd like to keep mocha pretty simple and more abstract,negative
mochajs/mocha,mocha,2013-05-23T03:33:11Z,closing for now. i'd prefer to have ~/mocha.opts over env vars at least,neutral
mochajs/mocha,mocha,2013-05-23T03:37:34Z,too obscure,neutral
mochajs/mocha,mocha,2013-05-23T16:43:54Z,can we brainstorm a bit about how we can round out mocha's code coverage tools to do suppression of blocks that do not require testing in a way that fits with your vision for the project? because honestly. i'm building large-scale backends with a team. and i'm finding code coverage tests to be a great way to ensure consistent quality. like you. i think 100% coverage is a fallacy and do not wish to waste anyone's time testing cases that just don't need test coverage. but as it stands. without code suppression. our coverage reports would have decreasing value as the size of the source tree increases.,negative
mochajs/mocha,mocha,2013-05-28T10:15:50Z,add a way to hint implementation-files to --watch. currently. `--watch` only re-runs your tests when _the test files themselves_ change. obviously. that's somewhat less than ideal.i'd love to see `--watch` take an optional _argument_. that being a glob of files or directories (other than the tests. which are already listed at the command-line) to subscribe to changes for.example:```mocha --watch source/ --reporter dot --watch test/*.js```,negative
mochajs/mocha,mocha,2013-05-28T23:43:01Z,fyi. i am finding that domains are not adequate to handle all asynchronous errors.  see joyent/node#3908it's frustrating. because i cannot create a simple test case that reproduces the error i get when running a complicated suite.  all the node core methods are fairly fastidious about binding their callbacks to the current domain.  i'm going to investigate using separate processes. but in the meantime. parallelism is better achieved outside of mocha itself.,negative
mochajs/mocha,mocha,2013-05-30T22:10:49Z,cool! feel free to add a link in the mocha wiki,positive
mochajs/mocha,mocha,2013-05-31T02:34:34Z,you'll need to at least re merge this change.  also. with this change. if i ran `make` wouldn't the calls to `mocha` end up searching the path instead of finding the one in the local project's `bin/`?,neutral
mochajs/mocha,mocha,2013-05-31T17:16:45Z,visionmedia  said: > i'm all down for failure tests but i'd definitely prefer to use node so we have some more flexibility with the assertions.hmm... the problem is that we need to cover cases where there are uncaught exceptions.   i guess i can go back to and write this in javascript. but really we don't want that - we want to know what happens when we call mocha from the command line.,negative
mochajs/mocha,mocha,2013-06-05T19:13:27Z,the grunt-mocha-phantom was built on top of a hack. my vote is we expose using mocha.process.,negative
casperjs/casperjs,eslint,2015-07-23T17:51:43Z,ping paazmaya i don't know why but eslint configuration is totaly broken. can you help me ?,negative
karma-runner/karma-sauce-launcher,sauce,2014-06-19T09:46:29Z,+1 i keep hitting it randomly (mostly with android browsers). chriswren vojtajina is there any documentation anywhere on the format of the data we can get back with the error? if not maybe we should print out the message _and_ dump the whole error object as well?,neutral
karma-runner/karma-sauce-launcher,sauce,2014-06-27T10:59:39Z,i can see a lot of those failures as well when running tests in batches of > 3-4 browsers. due to this i was obliged to split my build into several steps. not a big deal but not ideal either. while i agree that we could limit the number of browser tests started by karma (i'm still not familiar with karma internals enough to say how much effort it would involve) maybe there are some parts that we could try to "fix" in the launcher / sauce itself? i must say that i've spent already substantial amount of time trying to track-down those issues. fiddled with timeouts etc. but with limited luck so far....  i would be willing to devote some more time to understanding / fixing those issues if someone could give me a hand with some aspect of saucelabs working.  chriswren could we somehow co-operate on this topic? i think that having good karma + sauce integration would be beneficial for the whole js community.,negative
karma-runner/karma-sauce-launcher,sauce,2014-06-29T12:20:26Z,chriswren since i haven't had any input regarding the format of sauce errors and there is not much discussion going on in this pr i've decided to push an alternative implementation via 9aed48396967fff819a45c124922b7248a97b65d. i wanted to play it "on the safe side" so we don't loose debugging info.,negative
karma-runner/karma-sauce-launcher,sauce,2014-06-29T17:05:41Z,awesome. great work!,positive
karma-runner/karma-sauce-launcher,sauce,2014-07-05T10:56:08Z,chriswren do we need to keep the sauce key encrypted for travis-ci? the problem is that secure vars are not evaluated for prs (and rightly so!) and thus all the tests on prs will be failing...caitp i'm looking into various issues connected with sauce luncher and was wondering if there was any particular bug / suspect that trigger this pr?,negative
karma-runner/karma-sauce-launcher,karma,2014-07-07T05:38:32Z,the sauce launcher gets called for every browser configured in the `customlaunchers` object so we don't have an easy way to manage concurrency externally without modifying karma's code. i guess we could have some internal system registering requested browsers and then hit the sauce concurrency rest api and see if there is available concurrency to run the test. then when the concurrency is maxed out and a session completes we can start another browser.,neutral
jantimon/html-webpack-plugin,standard,2016-04-24T10:02:35Z,jantimon dns-prefetch allows the pre resolution of resources. in this case. stylesheets. in terms of the article you sent. for which. i didn't read all of it. i try to follow standards and implement changes that have support for more than just one browser. it's entirely up to you to implement my change. i appreciate your feedback though.,positive
jantimon/html-webpack-plugin,standard,2016-04-25T09:29:56Z,to be fair.  and notwithstanding the implementation. this pr does not follow the coding standards of the project and has no additional tests for the added functionality.  these should at least be addressed before getting onto the conceptual stuff of what `prefetch` is about.,neutral
jantimon/html-webpack-plugin,standard,2016-04-26T10:45:28Z,semistandard - to test on your machine that you are compliant run `npm test`have you alread done some tests on the change?,neutral
jantimon/html-webpack-plugin,standard,2016-04-29T22:58:37Z,i recognize that this is probably non-standard. i really appreciate your help!,positive
philschatz/octokit.js,mocha,2014-03-27T19:03:52Z,heh. with `grunt test --verbose --force` i end up with```running "mochatest:test" (mochatest) taskverifying property mochatest.test exists in config...okfiles: test/node.coffeeoptions: reporter="spec". require="coffee-script">> mocha exploded!>> error: cannot find module 'underscore'```,negative
chentsulin/electron-react-boilerplate,standard,2017-07-19T11:01:24Z,implement api call (fetch). hi. first and foremost.thanks for the great work!i was trying to have some actions that run asynchronous api call. in react standard project i would use fetch. unfortunately. i was not able to do something similar with this boilerplate.did anyone had any luck in implementing either a fetch node library. or any other solution with this boilerplate? (especially the packaging seems to be really tricky. as well as having those libraries being invoked in actions and not on the main thread).,negative
chentsulin/electron-react-boilerplate,standard,2017-07-19T11:25:40Z,thank you kelion for the prompt answer.to rephrase my question.if i want to have an async call to an http resource in a react action in this boilerplate. how can i do it?,neutral
chentsulin/electron-react-boilerplate,standard,2017-07-23T17:58:27Z,turn out fetch did work. just need to close the react hot reloader server and restart it.,neutral
chentsulin/electron-react-boilerplate,uglify,2018-04-10T22:14:37Z,including html scripts in the boilerplate's html is an antipattern. you should try to import scripts from your app itself. for example. you should try importing the script from `./app/index.js`. this allows you to reap the benefits of optimization from webpack. uglify. etc.,neutral
AnalyticalGraphicsInc/cesium,eslint,2018-02-21T06:50:12Z,fixed eslint errors. updated changes and contributors,negative
AnalyticalGraphicsInc/cesium,eslint,2018-03-05T02:27:39Z,enable eslint `no-multiple-empty-lines`. also use eslint to auto-fix them.hpinkos this will probably cut out half your pr review comments :smile:,positive
AnalyticalGraphicsInc/cesium,eslint,2018-03-05T16:27:38Z,thanks mramato!,positive
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-18T20:22:11Z,all storage samples are now up to standard.. - [x] - all samples use `yargs` for cli- [x] - all samples follow sample template pattern- [x] - all tests follow same conventions,positive
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-19T01:56:50Z,there is a reason. i accidentally committed `.only` in one of the tests. removing it. will merge once tests pass.,negative
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-19T22:21:02Z,bring logging samples up to standard.. fixes #175 - [x] - sinks- [x] - logs,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-19T23:57:49Z,ace-n ready for review. when you have a moment.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-21T02:47:59Z,lgtm. other than my comments.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-21T02:56:06Z,cool. just pushed again. will merge when green.,positive
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-21T02:56:11Z,thanks!,positive
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-26T23:06:56Z,bring language sample up to standard.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-27T00:28:05Z,lgtm. aside from my comments.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-28T00:36:11Z,dpebot merge when green.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-08-28T00:36:12Z,okay! i'll merge when all statuses are green.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-09-01T19:55:20Z,jmdobry if you want. i'll go ahead and upgrade this to the new "simpler samples" standard.if not. we can review this as-is and take care of that via a future pr.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-09-06T22:38:39Z,simplify bigquery samples according to our standard.,neutral
GoogleCloudPlatform/nodejs-docs-samples,standard,2016-09-07T21:57:40Z,lgtm. but i think there's some app engine dependency issue going on...,neutral
mafintosh/hyperdb,standard,2018-03-21T20:24:08Z,forgot to `standard`!,neutral
bustle/mobiledoc-kit,sauce,2016-07-05T19:37:04Z,use selection polling to update editor.range. selectionchangeobserver maintains a singleton instance that polls thewindow using `requestanimationframe` for changes to the selection.editors' eventmanager instances use a selectionmanager to listen for`selectionchanged` events. and update the editor's `range` if necessary.removes code that would use some keyup events (when `key.ismovement()`)and `mouseup` events to detect when the range could have changed.the range-detection code was previously spread out over `eventmanager`.`editor`. `cursor` and `editstate`. this code change consolidates mostof the responsibility for knowing/reading/updating the editor's `range`o its `editstate` instance. the editor now delegates `range` to the editstate instance. and the edit state instance is responsible for knowingwhen the editor's inputmode or range has changed.some tests assumed selection changes would be picked up synchronously;for those tests a `helpers.wait` helper is added that schedules acallback with `requestanimationframe`.also:- use "hidepassed" for sauce tests to improve test failure debuggingfixes #408 fixes #383 related #369 related #302,negative
avajs/ava,coveralls,2016-01-18T22:06:15Z,jamestalmage as for me. i also prefer having only nyc && ava in npm test. i generate lcov and pipe it to coveralls right away. the same stuff as in ava's config. it looks clean and simple.,neutral
Modernizr/Modernizr,sauce,2014-03-19T15:15:25Z,about ios. we have done some configuration changes for ios. can you re-try now?,neutral
Modernizr/Modernizr,sauce,2014-03-20T10:46:58Z,dhimil i tried the ipad running ios7 as well as the iphone and it had the same problem. watching the live session safari was never launched and it is sitting on the home screen until the session timesout.,neutral
Modernizr/Modernizr,sauce,2014-03-25T23:33:25Z,dhimil seems it was an issue with me running it as a local module. installed your branch globally and it launched fine uninstalled and globally installed the latest npm release and worked fine too.,positive
alfa-laboratory/arui-presets,eslint,2018-02-27T16:24:34Z,fix(eslint): add some rule about jsx-curly-spacing. не работали отступы eslintможно было писать так:```jsx<hello>{ firstname }</hello>;<hello>{firstname}</hello>;<hello>{  firstname}</hello>;```,neutral
react-boilerplate/react-boilerplate,eslint,2016-08-21T12:20:43Z,```npm install -g eslint-config-pedant```and change `airbnb` to `pedant` in package.json  here```  "eslintconfig": {    "parser": "babel-eslint".    "extends": "pedant".    "env": {```fix this problem.,neutral
react-boilerplate/react-boilerplate,eslint,2016-08-21T16:45:45Z,i use atom with react-boilerplate and don't have this problem.> note: if you installed eslint globally (using the -g flag) then you must also install eslint-config-pedant globally.> > a globally-installed instance of eslint can only use globally-installed eslint plugins. a locally-installed eslint can make use of both locally- and globally- installed eslint plugins.that `npm install -g eslint-config-pedant` works suggests that you have eslint installed globally. is that right? if so. you probably need to `npm uninstall -g eslint`. or `npm install -g ...` all the eslint related packages used in react-boilerplate.> may be let remove airbnb config? its config make more problem for developerswhile linting style is a matter preference. this project has standardized on airbnb and i don't see that changing. still. it's nice to have an example that shows how easy it is to change to pedant.thanks for sharing.,negative
react-boilerplate/react-boilerplate,karma,2016-08-22T20:15:15Z,i found that the issue lies in the internals/webpack/webpack.test.babel.js which utilizes 'isparta' is a code coverage tool for karma. i created a webpack.testdebug.babel.js that just doesn't include the isparta settings. and debugging karma tests in the browser should work.,negative
apache/zeppelin,selenium,2016-05-24T15:58:50Z,the build is still failing. looks like a selenium test. any ideas?,negative
apache/zeppelin,selenium,2016-05-24T17:12:09Z,hmmm. still failing with a ff selenium test,negative
apache/zeppelin,selenium,2016-06-02T09:18:59Z,ci failure is un-related```08:00:02.254 error org.apache.zeppelin.abstractzeppelinit:153 - exception in zeppelinit while testsparkinterpreterdependencyloading org.openqa.selenium.timeoutexception: timed out after 30 seconds waiting for visibility of element located by by.id: notenamemodal...    at org.apache.zeppelin.abstractzeppelinit.createnewnote(abstractzeppelinit.java:133)```arkoniak can you please make sure it's rebased on to of the latest master and then close and re-open this issue to trigger the ci again? thanks!,positive
FormidableLabs/webpack-dashboard,eslint,2017-12-24T12:50:26Z,split compile / lint messages. hello. is there possible to output webpack and eslint error messages to separate screen sections? for example eslint to problems section. webpack to log. thx,neutral
yeoman/generator,mocha,2013-06-04T23:38:25Z,mocha generator should point to the right place. link was pointing to generator testing instead of mocha testing,neutral
yeoman/generator,mocha,2013-06-05T09:05:09Z,good catch. thanks!,positive
datproject/dat,standard,2015-09-10T00:37:45Z,dun4n we use js standard style which only restricts usage of unnecessary semicolons  in the case of for vs foreach there are performance differences that sometimes necessitate usage of one over the other.in this case perf doesn't matter. so theres no functional difference between for vs foreach here. in the future we would appreciate contributions that address an open issue. you can always open a new discussion issue if you have questions about style etc.,positive
datproject/dat,standard,2015-09-10T01:08:21Z,i'm sorry to have wasted your time (btw. i didn't know standardjs.com),negative
camunda/camunda-modeler,eslint,2018-05-13T16:17:42Z,my current design idea has been: use eslint preprossor plugin to convert the bpmn file into bpmn-moodle js and the. pass that js into eslint rules.,neutral
senecajs/seneca-mysql-store,coveralls,2016-05-19T11:06:52Z,added coveralls,neutral
senecajs/seneca-mysql-store,coveralls,2016-05-19T11:46:00Z,lgtm,neutral
GoogleCloudPlatform/cloud-trace-nodejs,mocha,2017-09-07T22:45:57Z,convert the trace agent to typescript (part 1). this change adds a new `gulp`-based build system for the trace agent. and does a superficial refactor of the code to work with this new build system.i've separated this change into a few commits. each of which should be completely self-contained. i'd recommend looking at each commit separately (almost all new code is in the first commit). here's a description of what each commit does:## `build: add typescript build files`this commit adds `tsconfig.json` and `gulpfile.js`. and amends other files to reflect build system changes.i've written a new set of gulp tasks to exhaustively cover compilation. as well as all the ci functionality we had before:* unit tests (`gulp test`)* coverage reporting for unit tests (`gulp coverage`) (todo(kjin): verify this in ci)* system tests (`gulp system-test`)* linting (`gulp lint`)there are a lot of "helper" tasks -- the general rule being that `x.y` is a helper task for `x`.i also added a `test.single` task. which runs a mocha test in the same process as gulp. this should be useful for debugging.notably. there is a `--dev` flag that compilation-related tasks consume. this relaxes `tsconfig` compilation options. as files receive types in the next pr. this flag will go away.## `refactor: add convert-to-ts`adds a script as described below.## `refactor: run convert-to-ts`this commit is the result of running the `convert-to-ts` helper module. it's a purely mechanical operation which:* renames source and test files to have the `.ts` extension* removes `.js` from module requires* adds `export default {}` to the bottom of each renamed file (as `tsc` mistakes them for scripts otherwise)## `src: src changes`this commit sums up the minimum changes in `src` needed to make `gulp compile --dev` compile source files without any errors.## `test: test changes`this commit sums up the minimum changes in `test` needed to make `gulp test --dev` pass all unit tests.## `revert: remove convert-to-ts`this commit does exactly what it describes.,negative
GoogleCloudPlatform/cloud-trace-nodejs,mocha,2017-09-11T23:39:47Z,ofrobots i'm going to move all build stuff out of the `gulpfile` and into a `scripts/` directory. which will get transpiled along with `src` and `test`. `gts` works for tasks such as lint/format checking and cleaning. but there are still things i would like to see as js (ts) scripts. such as installing fixtures.on a semi-related note. `index.ts` and `config.ts` currently reside outside `src`. i'm going to move them in `src`... ofrobots matthewloring let me know if you have any objections.,negative
GoogleCloudPlatform/cloud-trace-nodejs,mocha,2017-09-13T21:19:54Z,i've added/changed some commits:`build: remove gulpfile` added`build: add new build scripts` added (build scripts in ts)`test: test changes` changed (to make `npm run compile` pass without errors)googlecloudplatform/node-team ptal,negative
rwjblue/ember-lifeline,eslint,2018-04-16T16:22:06Z,set is a good improvement. i prefer using this.mytask rather than “mytask” as eslint will find typos. could an eslint rule be added to prohibit anonymous functions in throttletask which would be the main danger here?,positive
tildeio/htmlbars,sauce,2015-03-23T19:34:11Z,updated sauce addon. bundle start / stop commandsthanks rwjblue for the suggestion.,neutral
tildeio/htmlbars,sauce,2015-03-23T19:45:58Z,thank you!,positive
TryGhost/Ignition,eslint,2017-10-04T18:23:50Z,additionally we should study the eslint plugin architecture as they have been successful with theirs.,positive
OpenZeppelin/zeppelin-solidity,coveralls,2017-08-22T01:20:26Z,removed coveralls script from package.json. - no `scripts/coveralls.sh` anymore. ✅,neutral
OpenZeppelin/zeppelin-solidity,coveralls,2017-08-22T23:46:45Z,thanks sot528!,positive
cfpb/capital-framework,uglify,2017-12-12T22:39:26Z,updates deps. ## changes- updates `gulp-qunit`. `qunit`. `sinon`. `uglifyjs-webpack-plugin`. `webpack `## testing- `npm install && npm run build && npm test && gulp test:unit`,neutral
cfpb/capital-framework,uglify,2017-12-14T15:44:39Z,update dependencies. ## changes- updates `jsdom` and `uglifyjs-webpack-plugin`## testing- `npm install && npm run build && npm test && gulp test:unit`,neutral
matrix-org/matrix-react-sdk,standard,2017-05-18T22:30:34Z,dtygel - thanks for putting this together :)  we're thinking about putting a generic postmessage interface into riot in the near future (cc rxl881). which this can form the basis of!however. it's going to be critical to future-proof the api a bit.  can i suggest that the `action` field is namespaced to `im.vector.login` and `im.vector.logout` or similar. to avoid it clashing with other possible methods we add in future?  once standardised. these would become `m.login`. `m.logout` (yes. we're considering defining a postmessage api for matrix clients as an appendix of the matrix spec(!)),negative
matrix-org/matrix-react-sdk,eslint,2017-04-25T21:04:48Z,fix user settings store. conform to eslintbut more importantly. respect defaultvalues for getlocalsetting and getsyncedsetting,positive
matrix-org/matrix-react-sdk,eslint,2017-04-29T16:48:35Z,tidy up src/components/structures/* (conform eslint). ignore (for now)exploiting travis,neutral
zurb/foundation-sites,karma,2014-02-20T23:12:57Z,hey eprothro. sorry i missed your question earlier.  grunt is used during the build process to compile the distribution. run the tests. etc.  travisci calls `grunt travis` to run the tests.  you can do the same. or you can run `grunt karma:dev` to run with some real browsers. as well.you can install everything by doing an `npm install` and `bower install`.,negative
vvo/selenium-standalone,selenium,2014-12-21T01:57:05Z,i had this same problem. solved it by adding a sleep() instruction in order to wait for the programmatically launched server to start up. every time i used the start-selenium console command i was waiting long enough.,negative
