stipsan/uikit-react,eslint,2016-08-07T12:53:11Z,stricter eslint rules,neutral
sasstools/sass-lint,eslint,2015-10-14T00:45:25Z,i think that everything should be disabled by default. with all these tools (scss-lint. jshint. jscs. eslint). i always explicitly set every option i want enabled because:- i don't want to deal with updates changing some defaults- a team member may mistake a lack of setting for an undecided convention- the configuration is now in two places instead of onei think an alternative would be to take eslint's lead and have an option that sets up a set of "recommended" lints.,negative
sasstools/sass-lint,coveralls,2015-12-21T11:22:51Z,damn you coveralls! :stuck_out_tongue: i'll add some non cli unit tests too later on to check the results.,neutral
rdf-ext/rdf-ext,mocha,2015-09-25T07:53:20Z,fernando-silva thanks for the patch! can you please give an example. that can be added to the mocha tests?,positive
Automattic/mongoose,mocha,2013-11-27T23:26:43Z,good catch. wonder why mocha isn't complaining about that.,negative
speakeasyjs/speakeasy,standard,2017-02-10T04:01:32Z,should we have a github pr check for standard linting?also. we're using semistandard (standard + semicolons). not sure if there's any interest in changing it.,neutral
vega/vega-lite,codecov,2016-12-02T00:32:12Z,rename scale's `bandsize` to `rangestep`. (very likely this will fail codecov test for diff coverage since it touches so many files),negative
vega/vega-lite,codecov,2016-12-02T00:33:50Z,upping your loc count. i see :-p,neutral
vega/vega-lite,codecov,2016-12-02T00:36:02Z,> upping your loc count. i see :-phard to beat adding / removing ts interface like you lol. honestly. this pr is a pretty boring task. if you had done it for me. i'd greatly appreciate. (too late!),positive
vega/vega-lite,codecov,2016-12-02T00:44:54Z,domoritz ok force pushed the fix for description,neutral
vega/vega-lite,codecov,2016-12-02T00:47:42Z,lgtm after the one comment fix.,neutral
pouchdb/pouchdb,eslint,2016-04-07T12:24:06Z,awesome thanks. :+1: its best to be as strict with eslint as we can be,positive
pouchdb/pouchdb,eslint,2016-04-07T21:24:19Z,heh sorry. caught by eslint,negative
pouchdb/pouchdb,selenium,2014-01-16T21:19:34Z,ok so as this currently is it's not doing anything differently except for correctly failing the tests instead of pretending to succeed.,positive
pouchdb/pouchdb,selenium,2014-01-17T00:57:17Z,so what's the relationship between this and #1230?,neutral
pouchdb/pouchdb,selenium,2014-01-17T01:55:49Z,ok the relation is that this was my first idea. but i was talking to daleharvey on irc and he felt strongly in webdriver so #1230 is my attempt to fix selenium/webdriver,neutral
pouchdb/pouchdb,selenium,2014-01-17T10:51:54Z,so am i right in thinking that the tests have never worked in browser on travis. and have just been reporting success the whole time? if so thats fairly embarrassing. apologies,negative
pouchdb/pouchdb,selenium,2014-01-17T11:22:27Z,but if that is so. then good for merging this. and disabling the browser tests on travis until they are passing. the swap to wd looks good. slightly confused about how the execute script thing is working but will look into it more. its working locally. if it could be cleaned up a bit with the console.logs etc would be goodworking on getting it passing today. thanks for all this,positive
pouchdb/pouchdb,selenium,2014-01-17T11:25:09Z,yes i can clean up the console logs. but i think we should leave in a log of tests run passed failed. a good sanity check,negative
pouchdb/pouchdb,selenium,2014-01-18T13:30:00Z,ok ping daleharvey nolanlawson this one has been de nitted,neutral
pouchdb/pouchdb,selenium,2014-01-18T13:31:50Z,closing this for now,neutral
pouchdb/pouchdb,selenium,2014-01-22T23:52:18Z,npm run test-browsers run in parallel. they shouldnt do that. bug with how we start selenium,neutral
pouchdb/pouchdb,selenium,2014-01-22T23:54:51Z,it would be nice if there was a better way to do this. but couldnt see  a particularly obvious one,neutral
pouchdb/pouchdb,selenium,2014-01-27T13:26:54Z,merged,neutral
pouchdb/pouchdb,selenium,2014-02-07T23:45:56Z,you wouldnt install level binaries. npm install would become npm rebuildthe problems are mostly due to selenium. so it could be a matter of installing that seperately (or replacing it),neutral
pouchdb/pouchdb,selenium,2014-02-07T23:54:18Z,unable to npm install due to selenium,neutral
pouchdb/pouchdb,selenium,2014-02-09T01:47:39Z,(#1311) - included selenium binary,neutral
pouchdb/pouchdb,selenium,2014-02-09T23:30:55Z,awesome thanks. can sort out the overall test discussion in the other thread,positive
pouchdb/pouchdb,jshint,2014-01-29T10:21:21Z,some of these places we might want to iterate inherited keys. now that `object.defineproperty` exists there is really no excuse for libraries to shit all over the global name space by adding enumerable properties to object.prototype. so i am skeptical of the need for this. if we do want this. then we need to make sure to add it to the jshint check,neutral
pouchdb/pouchdb,jshint,2014-01-29T15:06:48Z,like daleharvey said. just add it to .jshintrc and rm the extra one and we can merge it. we can clean up in a later one.,positive
pouchdb/pouchdb,jshint,2014-02-10T19:41:10Z,jshint bin/. and tests/. but maybe do that one seperately. probably a lot of work,neutral
pouchdb/pouchdb,jshint,2014-02-14T16:35:02Z,so theres a few nits. as calvin mention the test format needs changed and minor jshint errorshowever the change looks great. i took a look at the other places `isvalidid` is used. its only 2 other places and they both are sending errors straight back (there is some duplicated logic in one of the calls) so i think you should replace those calls and get id of `isvalidid` completely,neutral
pouchdb/pouchdb,sauce,2013-03-27T07:42:50Z,(#609) - upgrade saucelabs firefox,neutral
pouchdb/pouchdb,sauce,2013-03-27T08:54:40Z,switch npm test to just test in node. people using grunt test / npm test shouldnt be hooking up to saucelabs. just make a new```grunt saucelabs```target that hits saucelabs. and have |grunt test| run node tests,neutral
pouchdb/pouchdb,sauce,2013-03-28T18:35:45Z,nope. just the browser output (firefox) from saucelabs,neutral
pouchdb/pouchdb,istanbul,2015-10-08T11:02:50Z,nolanlawson what do you do to figure out what exact lines are not being covered? i would like to get this to 100% so its easier to not regress it. even if we add some ignores for where there is browser specific stuff we can remove it when we start testing the browser implementation (and i would prefer to add ignores than tests that only exist for coverage purposes),neutral
pouchdb/pouchdb,istanbul,2015-10-11T03:42:15Z,awesome work. really happy to see the coverage go up. whether it's through dead code removal or reasonable `istanbul ignore`s.,positive
pouchdb/pouchdb,istanbul,2015-10-11T10:01:23Z,100% coverage. some of this really should have coverage. the bulkget stuff for example. however bulk_get is going to be actively worked on. i think if we land this. we have 100% coverage and we can maintain it easier at 100% and remove istanbul clauses as we work on those areas of code (its hard to maintain < 100% because patches that remove tested code will make coverage worse despite making it better tested),negative
pouchdb/pouchdb,istanbul,2015-10-11T13:09:09Z,nice. let's do it. i agree that just requiring 100% code coverage is way easier to manage.,positive
pouchdb/pouchdb,istanbul,2015-10-11T13:09:20Z,this isn't really that transparent but i think the point about regressions and 100% is sound. :+1:,negative
pouchdb/pouchdb,istanbul,2015-10-13T23:01:47Z,rad+.  thanks guys.  istanbul ignore added.  additionally. jshint was barking about `atob` being redefined. which i suppressed.  rebase was being a little bully as  f70fc9b was a merge commit with a conflict resolution embedded.  i wasn't comfortable rebasing that one :/,negative
lodash/lodash,uglify,2013-03-27T08:17:40Z,i retried this morning. same problem.manually downloading uglifyjs with the provided command worked.,neutral
emailjs/emailjs-imap-client,standard,2018-02-05T07:25:36Z,somehow i missed this issue. emailjs are client libs as in they don't provide email mta or other server functionality. they do however connect to your server of choice. feel free to use them in your setting :),neutral
angular/protractor,jasmine,2016-04-21T06:49:09Z,how can we assign the result of asynchronous method result value to global scope in protractor . i have a use case where i need to get the value from the database and that value has to be used many times in a jasmine test .so . my question do we need to assign in global scope or use flow.execute() method .can i know which one should i use. describe('testing suite'. function() {    it('testing spec'. function() {        browser.get(browser.baseurl);        var number;        database.generatemobilenumber().then(function(mobilenumber) {            console.log(mobilenumber);            number = mobilenumber;            console.log(number);        });        console.log(number);    });});,neutral
angular/protractor,jasmine,2016-04-21T09:14:50Z,firstly thanks for your reply. i want to assing in jasmine test file scope. when i assign it is show as lib$es6$promise$promise$$promise {  _id: 9.  _state: undefined.  _result: undefined.  _subscribers: [] }but i need a value,positive
angular/protractor,jasmine,2016-04-21T09:16:35Z,i have to call for each jasmine suite file that function,neutral
angular/protractor,jasmine,2016-04-21T09:40:00Z,vivekbrahmadandi also you can try generate many numbers - 1000. 2000 and put them into global array in onpreparethen in your test - just .pop() number each time you need it.or you can try to play with browser.wait()``` javascriptlet prom = promise.defer();var phonenumber;database.generatemobilenumber().then(function(number) {phonenumber = number;prom.resolve(true);})browser.wait(prom. 10000)console.log(phonenumber)```something like this i think.,neutral
angular/protractor,jasmine,2016-05-05T18:45:28Z,in the meantime i found out that there is a possibility to set comments on tests ignored with `xit` and therefore even improved my workaround a little bit:```            // in my protractor onprepare code:            var _pending = pending;            pending = function(pendingmessage) {                return {                    it: function(description. itfunction) {                         var spec = xit(desription. itfunction);                         spec.pend(pendingmessage);                         return spec;                                            }.                    describe: function(description. describefunction) {                        return describe(description. function() {                            _pending(pendingmessage);                            return describefunction();                        });                    }.                    here: function() {                        return _pending(pendingmessage);                    }                };            };```usage:`pending('my pending comment').describe('my describe block'. function() { ... });`or`pending('my pending comment').it('my it block'. function() { ... });`or (just in case you still need the old pure jasmine pending implementation somewhere else. with all advantages and disadvantages)`pending('my pending comment').here();`,negative
angular/protractor,selenium,2015-04-20T21:50:46Z,it looks like maybe you don't have the test server running at all. have you run `npm start` to start the test server before running the suite?do you have a selenium server running at localhost:4444?,neutral
angular/protractor,selenium,2015-04-20T22:09:10Z,nop. i didn't and i haven't. hehe.i thought that npm test ran all the necessary things to test protracto.firma automática:mail enviado desde mi teléfono móvil. disculpe los errores y el formato.> el 20/4/2015. a las 18:50. julie ralph notificationsgithub.com escribió:> > it looks like maybe you don't have the test server running at all. have you run npm start to start the test server before running the suite?> > do you have a selenium server running at localhost:4444?> > —> reply to this email directly or view it on github.,neutral
angular/protractor,selenium,2015-04-24T11:51:15Z,cerdman did you fix the size of the screen for each test? sometimes that can happen because the ci servers have a different screen size and scrollto has a different result from what you can see on your local machine.,neutral
angular/protractor,selenium,2015-04-27T21:09:40Z,isn't it "seleniumserverjar" parameter?,neutral
angular/protractor,selenium,2015-05-04T13:30:24Z,onabort event. is there any way i can detect user exited protractor tests manually using os options. i think `oncomplete`. `oncleanup` does not work for for this case.it will be useful incase if user is adding few things on launch and want to clear them on exit. when user closes it. protractor or selenium closes all the open browser windows. at that context if onabort event is fired. it helps a lot to clean up thingsthanks,negative
angular/protractor,selenium,2015-05-05T06:04:18Z,`afterlaunch` is not called when it exited.,neutral
angular/protractor,selenium,2015-05-05T07:33:32Z,can you provide your set up? if you put a console.log in afterlaunch it doesn't print?,neutral
angular/protractor,selenium,2015-05-05T07:45:17Z,hankduan afterlaunch is working when protractor itself has closed after everything is completed. but when user explicitly closed using cmd + c or some other command or using close button. it is closing all browser windows but afterlaunch is not executed. i am afraid if this is a limitation.,negative
angular/protractor,selenium,2015-05-08T23:31:04Z,probably the best thing to do would be to include `selenium-webdriver` as a `devdependency` in your project and do something more like:``` jsremote = require('selenium-webdriver/remote');browser.driver.setfiledetector(new remote.filedetector());```unfortunately we can't integrate every feature in selenium directly into protractor.  is there some sort of documentation which would have been useful for you?,negative
angular/protractor,selenium,2015-05-13T13:05:17Z,expectedconditions.elementtobeclickable doesn't account for other elements covering the target. in the following:```var element = $('#div');browser.wait(protractor.expectedconditions.elementtobeclickable(element). 5000. 'element not clickable');element.click();```if `$('#div')` is covered by another element `element.click()` results in a selenium error:> unknown error: element is not clickable at point (10. 10). other element would receive the click: <div id="cover">...</div>even through `browser.wait(protractor.expectedconditions.elementtobeclickable(element). 5000. 'element not clickable')` does not result in an error.,negative
angular/protractor,selenium,2015-05-15T20:15:56Z,correct. right now `elementtobeclickable` just checks that it's visible and enabled.,neutral
angular/protractor,sauce,2014-02-28T16:11:01Z,if i understand correctly. currently there is no way to pass multicapabilities via cli ?,neutral
angular/protractor,sauce,2014-03-03T09:40:23Z,i tried this with the following configuration:multicapabilities: [{    'browsername': 'chrome'.    count: 3  }]i was expecting my test files to be split in 3 and executed in parallel to finish in a third of the time (i have 3 test files). instead all my tests are being executed in each of the 3 chrome browsers. is there a possibility to have protractor run how i first expected it. meaning splitting my tests across the three instances to speed up my testing suite?,negative
angular/protractor,sauce,2014-03-03T15:29:34Z,how would the split work frigoeu ? should protractor try splitting per file name? or per describe?given i have designed my spec files to be run independently. i have a bash (shell) script that run each spec file in parallel. having this in protractor would be awesome!!!:+1:,positive
angular/protractor,sauce,2014-03-03T16:11:25Z,either would be fine for me. i expect splitting per file to be easier to implement. but i have no idea how jasmine or protractor actually work on the inside. it would be a really nice feature since e2e tests (at least in the projects i worked in) tend to run relatively long.,positive
angular/protractor,sauce,2014-03-03T19:40:50Z,i started issue #569 on test sharding - that way it'll be easier to find the discussion. please continue there!,positive
uber/tchannel-node,standard,2015-11-24T19:29:10Z,do we have a standard way of introducing deprecation warnings into logs so end-users are nudged in the right direction?,neutral
patw0929/react-intl-tel-input,mocha,2016-04-25T17:20:51Z,that was fast  i'll take a look at the tests and see if i can find something. i never used `mocha-webpack` before. is it so the webpack require's work? i usually use `rewire` for that. but i'll take a look later and let you know. thanks!,positive
ripple/ripple-lib,eslint,2015-04-23T20:28:28Z,darkdarkdragon looks like it's failing the eslint tests. want me to take this over? up to you.,negative
ripple/ripple-lib,eslint,2015-05-05T16:57:48Z,travis fails on eslint,neutral
kennethlynne/generator-angular-xl,karma,2014-01-16T23:44:59Z,add support for traceur (grunt-traceur). - [ ] add preprocessor to karma- [ ] add to build steps_awesomeness ensues_,neutral
electron-userland/electron-prebuilt,standard,2015-12-21T17:31:26Z,allow specifying strictssl in the npm config file. the standard way of specifying whether you want strict-ssl or notis to add an entry into your npm config file for strict-ssl. usethat entry (which is passed to the install.js as an environmentvariable) to set the option for strictssl in electron-download.,neutral
electron-userland/electron-prebuilt,standard,2015-12-21T17:36:47Z,will be released with the next electron release,neutral
jquense/yup,eslint,2017-10-15T21:31:28Z,jquense docs state that message should be a string value. maybe we should change it to string or function?,neutral
balderdashy/sails,mocha,2013-08-01T12:39:25Z,disable logging. is there a way to disable logging? some of the error messages are breaking the mocha tap output of my  unit tests. its kinda annoying. so a option like "quite" for the logger?,negative
balderdashy/sails,mocha,2013-08-02T13:09:09Z,just realized the problem lies in sails-mysql which is logging errors directly with console.log... so this can be closed,negative
balderdashy/sails,mocha,2013-08-02T13:18:33Z,the console.log entries should be commented out or removed. the console.log entries are breaking my testing output with mocha. i cant use the tap output of mocha this way... also its no good style. pass the errors through callbacks and let another layer handle them.,neutral
balderdashy/sails,mocha,2013-08-02T13:55:19Z,fix for policy mapping of actions with capitals. plus general integration test fixes.. fixed: bug in policy mapping for actions with capital letters.added: new test to verify the above.fixed: httphelper not properly detecting super startup.fixed: two tests in integration/policies.test.js not properly verifying error responses.added: integration/policies.test.js line to mocha.opts to actually run its tests now that they work.general note: mocha.opts only runs waterline tests. partial fix here now that policies test properly.,positive
skulpt/skulpt,jshint,2014-09-27T22:54:59Z,so i built the latest v8 from the git repo.  it appears to support promises but you have to use the `--harmony` flag not the `--harmony_promises` flag.  strange.  i tried using just the `--harmony` flag with the supplied d8m but that didn't work. also. jshint gives a failure message on promise for me.,negative
lerna/lerna-changelog,eslint,2017-03-14T11:20:08Z,hzoo most of the stuff has been already done (eslint. travis. etc). should be fine then. if i think of something else i'll open an issue,positive
featurist/browser-monkey,karma,2016-05-10T13:42:51Z,enabled pluggable backends. this is the long awaited for virtual-dom featureall access to dom elements is now abstracted behind a jquery compatible interfacethis pull request also moves element testers into a property `_elementtesters` that can be extended at runtimeit also sports full compatability with firefox and chrome and improved checkbox handling which should solve #15 and #7 and of course you can run the whole suite using just `mocha` which will run all the tests against the virtual dom. `karma start` will run the tests against both virtual-dom and the real dom.,positive
meanjs/mean,uglify,2015-10-19T16:08:15Z,sylvainlap i'm closing this issue. feel free to reopen if it's sill an issue.,neutral
meanjs/mean,selenium,2015-09-28T22:38:36Z,jloveland i'm experiencing issues with running `grunt test:e2e` the tests are failing about 50% of the time for me. to reproduce. just run this grunt task. after it's completed run it again. and repeat the process. the selenium server is running each time. but the test complains about "element is not clickable.."i'm wondering if there's an issue with the webdriver process staying open. or something along those lines. can you test this on your end?,negative
KeitIG/museeks,eslint,2016-08-27T09:48:26Z,hmm. seems like new eslint recognized some new errors...,positive
KeitIG/museeks,eslint,2016-08-27T10:05:01Z,keitig here's what we can do:- i can go ahead and fix all the warnings in some reasonable way.- i can only leave eslint update. prefer const fixes. and some other tweaks. and leave these warnings as is. but when we'll be doing some changes. we'll fix these as we go (i'll be doing some components refactorings per todos i left). so that eventually we fix all of them and then we can make 100 chars a hard error.,negative
aurelia/history-browser,karma,2016-02-18T20:25:40Z,the build failure is unrelated to these changes. i think we just need to update karma.,negative
Tradeshift/tradeshift-ui,eslint,2017-04-28T17:18:50Z,so it seems. unless we switch to spaces. most of the multiline jsdoc comments will be messed up.we also need to fix up the tradeshift eslint rules. to make sure we're catching issues that are real.,neutral
likeastore/ngDialog,karma,2015-06-10T21:43:52Z,i am interested. my experience with angular / grunt / karma etc. should be enough.as the first shot we should try to resolve as much currently opened issues as possible.,positive
videojs/videojs-contrib-hls,standard,2016-04-06T18:11:01Z,fix linting issues. remove max-len around urls for vjsstandard update,neutral
videojs/videojs-contrib-hls,standard,2016-04-15T15:00:19Z,right now. we don't throw away any buffered content when you move to fullscreen. with our standard buffering settings. that means it can take up to 30 seconds for the player to adapt to the new dimensions.,neutral
videojs/videojs-contrib-hls,karma,2014-04-25T23:10:30Z,i want to make `grunt test` run either saucelabs karma or local karma depending on whether we are on travis or not. so that we don't need to have two grunt tasks.also. i want to make a grunt task that allows you to specify multiple browsers in the task. so you could do: `grunt karma:chrome.firefox` instead of `grunt karma:chrome karma:firefox`.but these shouldn't necessarily hold up this pr.,neutral
videojs/videojs-contrib-hls,karma,2014-04-28T19:26:28Z,updated karma to run in latest chrome and latest ipad/mobile safari on saucelabs.,neutral
videojs/videojs-contrib-hls,karma,2014-04-28T21:33:55Z,yes. right now you need to run it via `grunt test-local` or `grunt test-local karma:dev` or `grunt test-local karma:chrome`.i'm working on making it know when we are running in travis. so. `npm test` will work on both. we probably should've named it `test-saucelabs` and `test` in hindsight. though. i guess we can change the names.,negative
videojs/videojs-contrib-hls,selenium,2015-08-10T14:58:46Z,point back to grunt-protractor-runner. the option to automatically update the selenium drivers got merged into grunt-protractor-runner so i'm pointing back to the original repo.,neutral
melonproject/protocol,jasmine,2017-12-01T12:48:36Z,merge before audit work. ### added- governance proposal. approval and triggering of new version at deployment- jasmine tests for governance of new version (shutting down)- test asset registration does not error### changed- tr datafeed address- governance deployment parameters- allow anyone to shut down a fund deployed from a version which has shut down### deprecated### removed### fixed- bug destroying all blockchain data when starting devchain node- gnt address (golem token)- stopped mln from being registered twice### security,negative
jquery/jquery,karma,2018-01-04T15:55:14Z,for me commands `grunt karma:firefox` & `grunt karma:chrome` do not work. browsers open up but after that it holds.`grunt karma:main` works fine. i'm i doing something wrong? if those commands are not intended to work i think they should be removed...,negative
jquery/jquery,karma,2018-01-04T15:57:23Z,grunt commands `karma:chrome` & `karma:firefox` do not work. after executing commands mentioned in the header tests do not run./cc krinkle,neutral
jquery/jquery,karma,2018-01-04T16:18:23Z,you wish is my command – just updated the description of the #3922 ticket,neutral
jquery/jquery,karma,2018-01-04T17:13:27Z,> for me commands grunt karma:firefox & grunt karma:chrome do not work. browsers open up but after that it holds.same for me. krinkle. is that a leftover config?,neutral
rooseveltframework/roosevelt,mocha,2018-02-27T19:52:41Z,add ignorecliflags param. - this new param will allow the user to selectively disable the parsing of command line flags (`process.argv`). this is useful for testing environments like mocha.  - as a result. roosevelt will no longer selectively ignore cli flags under certain conditions. (closes #340)- flags are now parsed after params.,positive
rooseveltframework/roosevelt,coveralls,2018-02-20T20:08:17Z,jsbundler.js quest to 100% coveralls,neutral
twbs/bootstrap,sauce,2014-02-07T19:28:29Z,saucelabs google chrome. i noticed that bootstrap is missing the google chrome browser from the test cases and wanted to let you know that if you change `chrome` to `googlechrome` in `sauce_browsers.yml` it should start working and show up in the widget in `readme.md`.,neutral
twbs/bootstrap,sauce,2014-02-10T19:30:15Z,switching to `googlechrome` indeed makes chrome show up in the badges again.,neutral
nodemailer/nodemailer,eslint,2016-07-31T20:06:58Z,use `npm install --production` to skip installing development dependencies like eslint. this is not related to nodemailer but how different packages that you have installed depend on eslint.,neutral
keystonejs/keystone,eslint,2015-06-01T14:16:49Z,just proposal. imposing new eslint rule "object-curly-spacing".. though i'm not sure about the space on the last line in such snippets:``` jsobject.defineproperty(azurefile.prototype. 'azurefileconfig'. { get: function() {  return this.options.azurefileconfig || keystone.get('azurefile config');} });```should i re-write them as ?:``` jsobject.defineproperty(azurefile.prototype. 'azurefileconfig'. {  get: function() {    return this.options.azurefileconfig || keystone.get('azurefile config');  }});```,neutral
keystonejs/keystone,eslint,2015-06-03T13:41:58Z,alexkval i like it. thanks - have been looking forward to `"object-curly-spacing"` being released.i do think the second snippet is clearer. yes.,positive
keystonejs/keystone,eslint,2015-06-03T15:37:54Z,you could just say it and i then reformat and `git push -f` it :wink:,neutral
keystonejs/keystone,sauce,2016-03-17T04:26:55Z,the failing test is a saucelabs problem (too many users). so this is mergeable!,negative
phovea/phovea_core,sauce,2016-11-07T18:53:47Z,mccalluc: is this pr still current?,neutral
phovea/phovea_core,sauce,2016-11-08T00:17:33Z,i won't be merging it. but i should translate the tests from js to ts. i think the tests that just check the list of properties also served a role. but i'm less clear about them going forward.,neutral
brigand/babel-plugin-flow-react-proptypes,eslint,2016-10-25T19:14:27Z,cool. looks like this is resolved,positive
ljharb/qs,eslint,2016-03-11T16:46:53Z,i will be fine merging this if you remove `test`. and the eslint config files. from the `npmignore`.,positive
softlayer/sl-ember-behavior,eslint,2015-09-08T14:09:49Z,upgrade sl-eslint in master branch,neutral
mapnik/node-mapnik,standard,2014-09-09T21:54:10Z,> springmeyer curious. does json.parse(feature.tojson()) emit valid geojson?feature.tojson() will return geojson that - to mapnik's best ability - represents the original geometry passed in. if the original geometry was "valid" then the output should be "valid". if the original geometry was invalid - say self intersecting rings which are not valid by ogc standards - then mapnik will return self intersecting rings because it does no sanitation.,neutral
appnexus/lucid,eslint,2017-02-03T19:22:53Z,added eslint-config-appnexus. ## pr checklist-  ~~~manually tested across supported browsers~~~- ~~~unit tests written (`common` at minimum)~~~- [x] pr has one of the `semver-` labels- [x] two core team engineer approvals- ~~~one core team ux approval~~~,positive
nodegit/nodegit,mocha,2014-08-21T19:08:08Z,nevermind. i see there's an issue with the linter. skipping that and running `npm run mocha` for my purposes.,neutral
nodegit/nodegit,mocha,2014-08-22T02:18:16Z,yeah looks like rwaldron made it possible to at least tweak the jshint settings to allow it.  kciccarello were you able to get tests to pass after running mocha directly? also be aware that i changed some values in the tests that may not be right. so i'd double check that i didn't royally screw stuff up :-p,neutral
nodegit/nodegit,mocha,2014-08-22T12:55:22Z,makes sense. i was able to get the tests passing by running mocha directly. yes. will submit a pr once i get can get this done and verify it works. thanks,positive
kybishop/ember-attacher,eslint,2018-03-28T15:22:21Z,unnecessary `babel-eslint` dependency?. for some (to me) unknown reason `ember-attacher` seems to have a dependency on `babel-eslint`. i assume it is due to the use of `ember-decorators`. but it still should not be a prod- and instead a dev-dependency 🤔,negative
bitpay/bitcore,mocha,2014-06-12T21:12:41Z,ack. run test in mocha + chrome +ff.no related to this commit:it is very strange that test take 90sec in the browser and 4sec in node!,neutral
electrode-io/electrode,eslint,2017-03-20T23:32:40Z,update archetype component eslint. update archetype component eslinttested on walmartone grocery-search & spinner,neutral
electrode-io/electrode,eslint,2017-03-23T00:02:41Z,karlhorky when we first looked at electrode. my team and i had the same thought.  but you lose easy updates and turns out a number of the things are easy to extend.my team has gone down the route of just creating npm package wrappers for each of the configurations (eslint. babel. gulp).  we then use jest for testing instead of karma.  my team has access to a private npm repository (we are also using learna for our packages) so it is easy for use to register our wrapper packages.  our wrapper packages extend the electrode configurations where it makes sense and then add our own rules as overrides.  we actually use airbnb's eslint configuration as a base extension.  this is a really nice feature of babel and eslint that you can extend other configs.  then import your teams babel / eslint / gulp packages and put in extend files in your component / app repositories.  then you just use the regular app and component electrode archtypes.for webpack. electrode does a good job in the app repositories at auto extending the `webpack.config.js`. `webpack.config.dev.js`. and other environment ones that are in the root of the app repo.  so you can inject your own aliases and other things. but still getting electrode base webpack config (which has some really nice things). key note: there is no way to override the webpack config in the component archtype. but you dont need to because we are always using them in an app importing the lib files and running webpack there.  you will however need to make sure your babel config in your component packages copies everything you need which is sometimes more than just the js files.in terms of generators. we have created our own because the generators at this point do not have a great place to hook in and extend. also side note: yoeman does not like scoped generator packages. so you can to create your own name that is not scoped.  we started with the generated code for first round then after finding what we were changing we then created our own generator. we are still working through some of the bits and pieces. but we are able to get 90%+ of electrodes magic and still give it our personal touch.this is just what we have done. would love to hear if anyone else has come up with other ways?,neutral
benjamn/recast,mocha,2014-02-07T18:08:44Z,move mocha to devdependencies. save a smidge of install time for react module (where recast is a dep of envify).,neutral
netzpirat/haml-coffee,jasmine,2013-03-11T19:20:58Z,nami-doc great read. thanks for sharing.,positive
Polymer/polymer,eslint,2017-11-09T09:49:06Z,how to use visual studio and beautify to handle polymer file?. i want eslint my code and beautify my css . html. and js.but it does not work! codes like this:`:host{}<template></template>`,positive
Semantic-Org/Semantic-UI,karma,2013-12-10T01:01:09Z,add karma-coverage and coveralls grunt task. i hope you like it :)if you want me to change anything just tell me.## my turn- [x] get karma-coverage working- [x] hook up to coveralls- [x] add coverage badge## turn of semantic-org- [ ] register at [coveralls.io]()- [ ] change the badge url,positive
Semantic-Org/Semantic-UI,karma,2013-12-10T07:57:46Z,yeah... there's a lot of tests to be written. another thing to add to the list.,neutral
angular/angular-cli,jasmine,2016-10-17T14:25:19Z,fixed this by using ```typings install --global dt~jasmine```not sure if this is how it's meant to work?,neutral
angular/angular-cli,mocha,2016-08-18T22:20:19Z,another thing to be aware of with aliases is tests. just because webpack knows app as an ali's doesn't mean mocha or karma etc. will know how to resolve it,neutral
angular/angular-cli,mocha,2016-08-19T13:26:59Z,i have given up on this for now. using mocha reporter gives a similar view in the command line and is significantly faster.,neutral
angular/angular-cli,uglify,2017-10-20T01:01:35Z,fabien-chevalley did you find any solution ? i applied the sugestions above but seems like uglify-js is still used,neutral
angular/angular-cli,uglify,2017-11-07T01:48:23Z,the pr worked well. hope it will be merged soon,positive
openstf/stf,selenium,2015-10-08T00:33:41Z,stf grid. i have 2 linux machine and each has more than 10 devices. could i start one instance  on sft and have access to all devices? like selenium grid,positive
mostjs/core,mocha,2017-02-12T05:22:46Z,thanks for the comments. working on them now,positive
mostjs/core,mocha,2017-03-08T01:01:32Z,chore(package): remove buster dep. remove buster as it's no longer needed.  all tests ported to mocha.,negative
mostjs/core,eslint,2017-01-13T22:41:33Z,chore(meta): add basic configurations for northbrook. adds a simple northbrook configuration to use eslint and rollup plugins.affects: most/core,negative
mostjs/core,eslint,2017-01-14T18:40:44Z,.,neutral
mostjs/core,eslint,2017-01-16T22:10:05Z,updated and rebased :boom:,neutral
pghalliday/grunt-mocha-test,mocha,2013-06-19T14:20:44Z,i'm confused. are you running server side/node.js tests? this plugin is specifically for server side tests. also in the project you link to there is no `gruntfile`. this plugin is a grunt plugin.if you have a project that you are trying to integrate with grunt and grunt-mocha-test then i can take a look at that and see if i can get it to work.although i'm interested in requirejs. unfortunately i have very little experience with it,negative
pghalliday/grunt-mocha-test,mocha,2013-06-19T14:52:44Z,correct. the example is not using grunt but it was the only one i could find about running mocha tests with nodejs serverside and using requirejs. my project runs test with grunt-mocha using nodejs. i just hand my test index.html (which i use for client-side testing in a browser while developping) to grunt-mocha which then performs them automatically using nodejs. phantomjs on the server. however i have no idea about the magic it does in order to get it working... i "just" want to add a coverage system to the project and struggeling with the how ;),neutral
